image,length_mm,width_p50_mm,width_p95_mm,width_max_mm,area_mm2,pred_depth_mm,severity,repairs,model_test_MAE_mm,model_test_R2
11111.jpg,873.8000000000001,1.6937201,10.839242,20.813368,701.4400000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11112.jpg,478.20000000000005,0.764,3.2863202,6.5726404,269.88000000000005,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11113.jpg,994.0,8.18772,29.197721,39.006126,1308.6000000000004,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11114.jpg,440.0,1.09544,6.9546404,13.527285,315.1600000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11115.jpg,237.8,0.764,2.78916,6.5726404,137.52000000000004,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11116-1.jpg,3264.4,3.2217202,19.552208,33.4615,2630.4800000000005,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11116-2.jpg,2412.4,6.6232004,28.3326,34.910847,2870.8400000000006,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11116-3.jpg,1578.0,3.9857202,22.50709,33.88845,1630.7600000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11116-4.jpg,2429.0,4.2666,24.23174,45.00301,2381.8800000000006,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11116.jpg,1706.0,5.31148,25.793411,36.91354,1782.8800000000003,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11117.jpg,543.6,1.6937201,10.788683,16.965286,442.3200000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11118.jpg,3863.0,11.552683,41.427338,70.740105,5383.800000000001,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11119.jpg,481.40000000000003,1.31172,6.65972,12.597564,351.6000000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11120.jpg,660.6,1.31172,6.9546404,13.030123,483.4800000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11121.jpg,1833.6000000000001,10.839243,33.792934,53.95185,2841.8800000000006,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11122-1.jpg,473.40000000000003,0.764,5.4772,10.406683,277.12000000000006,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11122-2.jpg,544.4,0.764,2.96752,5.8592,311.8400000000001,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11122-3.jpg,525.4,0.92972004,6.27772,12.532962,327.52000000000004,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11122-4.jpg,494.20000000000005,0.764,3.7188802,8.10064,300.96000000000004,9.900295539561968,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11122-5.jpg,501.8,0.764,2.40716,5.8592,271.40000000000003,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11122.jpg,434.20000000000005,0.764,2.62344,6.5726404,237.96000000000004,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123-1.jpg,1553.0,2.292,12.649221,21.74309,1253.6000000000001,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123-2.jpg,1362.2,1.6937201,7.0052004,14.7884445,975.4000000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123-3.jpg,1934.4,3.7188802,14.7884445,24.200813,1856.2000000000003,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123-4.jpg,1042.0,1.9100001,9.743801,16.431606,837.7600000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123-5.jpg,2543.0,4.74972,17.411886,27.956223,2614.0800000000004,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123-6.jpg,897.2,2.02516,12.988001,23.00425,755.1200000000001,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11123.jpg,849.4000000000001,1.6937201,8.979801,16.265886,657.8800000000001,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11124.jpg,228.0,0.764,2.7386,6.5726404,145.56000000000003,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11126.jpg,1218.8,7.37316,37.17477,52.70474,1575.1600000000003,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11130.jpg,813.0,1.31172,4.584,9.527522,576.9600000000002,10.168095718415776,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11131.jpg,763.8000000000001,1.146,4.38176,8.763522,470.4000000000001,10.118490127195344,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11132.jpg,402.8,0.764,2.40716,5.8592,220.60000000000005,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11133.jpg,446.6,0.764,2.292,5.8592,227.80000000000004,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134-1.jpg,596.0,1.146,7.120361,11.004963,404.6000000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134-2.jpg,725.0,2.07572,14.083442,20.187004,647.9200000000001,9.905182634934802,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134-3.jpg,751.4000000000001,1.146,6.40692,12.266124,500.2800000000001,10.111282753616035,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134-4.jpg,510.6,1.146,5.24688,9.71572,341.36000000000007,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134-5.jpg,915.6,1.6937201,10.673522,17.577606,688.9200000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134-6.jpg,475.6,0.764,2.78916,5.31148,284.9200000000001,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11134.jpg,478.0,1.146,6.8760004,12.532964,318.4800000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11135.jpg,2163.0,5.89572,23.98453,34.644012,2271.2800000000007,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11136.jpg,435.40000000000003,0.764,2.19088,5.8592,253.12000000000006,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11137.jpg,1087.4,1.528,6.40692,13.030123,740.0400000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11138.jpg,608.2,0.92972004,4.5612383,9.527522,378.80000000000007,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11139.jpg,612.8000000000001,1.47744,8.35344,12.965522,472.0800000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11140-1.jpg,796.4000000000001,1.9100001,12.150962,22.442488,643.2800000000001,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11140-6.jpg,501.6,1.31172,8.257936,14.457004,331.7200000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11140.jpg,460.20000000000005,1.31172,8.050081,15.0552845,319.56000000000006,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11141-1.jpg,719.4000000000001,1.9100001,14.673284,24.150251,602.2400000000001,9.905182634934802,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11141-2.jpg,595.6,1.528,10.314,17.411886,458.3200000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11141-3.jpg,323.40000000000003,1.146,4.21604,7.3366404,229.72000000000006,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11141-4.jpg,409.40000000000003,1.146,5.62888,11.004963,284.1600000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11141.jpg,629.4000000000001,2.07572,9.578081,15.552444,537.0000000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11142.jpg,848.4000000000001,1.528,8.814081,15.4372835,571.9600000000002,10.014809556699436,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11143.jpg,559.6,1.6937201,16.044,21.816128,475.2800000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11144.jpg,580.6,1.146,5.474389,8.51916,377.80000000000007,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11148.jpg,646.4000000000001,1.9100001,8.1512,12.532962,512.7600000000001,9.90234462090123,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11149.jpg,282.40000000000003,0.764,3.17116,7.7186403,157.08000000000004,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11150.jpg,291.8,0.764,2.7386,6.5726404,169.60000000000002,9.888952449539266,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11151-1.jpg,811.6,1.528,7.17092,14.7884445,607.2400000000001,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
11151-2.jpg,925.4000000000001,3.056,12.12288,19.653326,858.8000000000002,10.243046484532547,Severe,Engineer review; Epoxy injection (structural); Staple/dowel stitching; Section repair/jacketing/FRP; Mitigate load/moisture,0.3977097352616455,-0.8357629493014964
